species,label,requirement,joint_prob,threshold,pass
Acer saccharum,SunnyNeutral,"L=high,M=med,R=med",6.5e-4,0.6,FALSE
Agropyron cristatum,SunnyNeutral,"L=high,M=med,R=med",0.18825,0.6,FALSE
Agrostis hyemalis,SunnyNeutral,"L=high,M=med,R=med",0.0888,0.6,FALSE
Ambrosia tenuifolia,SunnyNeutral,"L=high,M=med,R=med",0.0451,0.6,FALSE
Betula alleghaniensis,SunnyNeutral,"L=high,M=med,R=med",3.5e-4,0.6,FALSE
Carex digitata,SunnyNeutral,"L=high,M=med,R=med",0.1087,0.6,FALSE
Cryptomeria japonica,SunnyNeutral,"L=high,M=med,R=med",0.011,0.6,FALSE
Fraxinus mandshurica,SunnyNeutral,"L=high,M=med,R=med",3e-4,0.6,FALSE
Maackia amurensis,SunnyNeutral,"L=high,M=med,R=med",0.0017,0.6,FALSE
Melia azedarach,SunnyNeutral,"L=high,M=med,R=med",0.00255,0.6,FALSE
Picea glauca,SunnyNeutral,"L=high,M=med,R=med",0.0412,0.6,FALSE
Picea mariana,SunnyNeutral,"L=high,M=med,R=med",0.02565,0.6,FALSE
Pinus densiflora,SunnyNeutral,"L=high,M=med,R=med",0.01425,0.6,FALSE
Pinus ponderosa,SunnyNeutral,"L=high,M=med,R=med",0.0083,0.6,FALSE
Populus tremuloides,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Prunus pensylvanica,SunnyNeutral,"L=high,M=med,R=med",9e-4,0.6,FALSE
Quercus alba,SunnyNeutral,"L=high,M=med,R=med",3.5e-4,0.6,FALSE
Quercus macrocarpa,SunnyNeutral,"L=high,M=med,R=med",2.5e-4,0.6,FALSE
Quercus mongolica,SunnyNeutral,"L=high,M=med,R=med",3.5e-4,0.6,FALSE
Ribes divaricatum,SunnyNeutral,"L=high,M=med,R=med",0.03315,0.6,FALSE
Sequoia sempervirens,SunnyNeutral,"L=high,M=med,R=med",0.00695,0.6,FALSE
Sequoiadendron giganteum,SunnyNeutral,"L=high,M=med,R=med",0.05565,0.6,FALSE
Tsuga canadensis,SunnyNeutral,"L=high,M=med,R=med",0.0321,0.6,FALSE
Acer saccharum,ShadeWetAcidic,"L=low,M=high,R=low",8.5e-4,0.6,FALSE
Agropyron cristatum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Agrostis hyemalis,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Ambrosia tenuifolia,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Betula alleghaniensis,ShadeWetAcidic,"L=low,M=high,R=low",4.5e-4,0.6,FALSE
Carex digitata,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cryptomeria japonica,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Fraxinus mandshurica,ShadeWetAcidic,"L=low,M=high,R=low",5e-4,0.6,FALSE
Maackia amurensis,ShadeWetAcidic,"L=low,M=high,R=low",0.00135,0.6,FALSE
Melia azedarach,ShadeWetAcidic,"L=low,M=high,R=low",4.5e-4,0.6,FALSE
Picea glauca,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Picea mariana,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Pinus densiflora,ShadeWetAcidic,"L=low,M=high,R=low",3e-4,0.6,FALSE
Pinus ponderosa,ShadeWetAcidic,"L=low,M=high,R=low",2.5e-4,0.6,FALSE
Populus tremuloides,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Prunus pensylvanica,ShadeWetAcidic,"L=low,M=high,R=low",3e-4,0.6,FALSE
Quercus alba,ShadeWetAcidic,"L=low,M=high,R=low",5e-4,0.6,FALSE
Quercus macrocarpa,ShadeWetAcidic,"L=low,M=high,R=low",4.5e-4,0.6,FALSE
Quercus mongolica,ShadeWetAcidic,"L=low,M=high,R=low",6e-4,0.6,FALSE
Ribes divaricatum,ShadeWetAcidic,"L=low,M=high,R=low",9e-4,0.6,FALSE
Sequoia sempervirens,ShadeWetAcidic,"L=low,M=high,R=low",1.5e-4,0.6,FALSE
Sequoiadendron giganteum,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Tsuga canadensis,ShadeWetAcidic,"L=low,M=high,R=low",2.5e-4,0.6,FALSE
